"UniqueID","SEX","RACE","ETHNICITY","DOCNUM","COUNTY","RECVDT","INTKDT","RECFAC","RECVCD","INTKSTCD","CREDITCLASS","SENTENCE_TERM_YEARS","SENTENCE_TERM_MONTHS","SENTENCE_TERM_DAYS","person_id","admit_row_id"
4858,"M","W",NA,"124224","2",2019-11-25,"03/01/2010","RDC","33","2",NA,NA,NA,NA,"fc8086fc9ad613ecc08879a2cc732095",4858
4859,"M","W",NA,"124224","2",2022-09-27,"2010-03-01","WCC","33","2",NA,NA,NA,NA,"fc8086fc9ad613ecc08879a2cc732095",4859
4860,"M","W",NA,"124229","55",2022-03-14,"2022-03-14","COA","2","2",NA,NA,NA,NA,"021ebaf959dbadd17c1c3006e6cd8efe",4860
4861,"M","W",NA,"124246","41",2019-11-26,"11/26/2019","RDC","57","57",NA,NA,NA,NA,"fb4eec70c83793d87e0517bf162c1e63",4861
4862,"M","W",NA,"124246","41",2022-09-27,"2019-11-26","RDC","33","57",NA,NA,NA,NA,"fb4eec70c83793d87e0517bf162c1e63",4862
4864,"M","B",NA,"124252","2",2020-03-12,"03/12/2020","COA","2","2",NA,NA,NA,NA,"65ed1d42db726475d00dfb5bf3d1135b",4864
4868,"M","W",NA,"124261","28",2018-04-18,"04/18/2018","COA","2","2",NA,NA,NA,NA,"9ca72837abf397ce67d00787da1657eb",4868
4869,"M","W",NA,"124264","53",2019-01-15,"01/15/2019","COA","56","56",NA,NA,NA,NA,"c15b74320a96c3bacc282a710d8721fd",4869
4870,"M","W",NA,"124264","53",2019-10-29,"10/29/2019","RDC","56","56",NA,NA,NA,NA,"c15b74320a96c3bacc282a710d8721fd",4870
4872,"F","W",NA,"124268","50",2022-05-12,"2022-05-12","COA","57","57",NA,NA,NA,NA,"16a017cbf0cc81487fc781ead69129f7",4872
4873,"M","W",NA,"124273","18",2022-03-01,"2022-03-01","COA","57","57",NA,NA,NA,NA,"3c98a2973f421eb0c44f7b05f8cf70c2",4873
4876,"M","B",NA,"124294","48",2018-08-31,"08/31/2018","RDC","2","2",NA,NA,NA,NA,"25a62c93f0e04af4d4e37c51d8d32175",4876
4877,"M","B",NA,"124294","2",2022-03-24,"2022-03-24","COA","2","2",NA,NA,NA,NA,"25a62c93f0e04af4d4e37c51d8d32175",4877
4878,"M","W",NA,"124300","20",2018-12-13,"12/13/2018","COA","2","2",NA,NA,NA,NA,"86f92dd7ce267e2008f9d64ee41b8603",4878
4879,"M","W",NA,"124303","71",2023-03-09,"2023-03-09","RDC","2","2",NA,NA,NA,NA,"959c2e5e3bdc7b48e6a25107965f2a41",4879
4882,"M","W",NA,"124313","19",2023-02-28,"2023-02-28","COA","2","2",NA,NA,NA,NA,"6ecc119e7d8c34c20adcf264494970ee",4882
4884,"M","B",NA,"124326","38",2018-06-12,"09/09/2005","RDC","33","2",NA,NA,NA,NA,"9a514723ffc82dd7aec8a4583cb82121",4884
4885,"M","B",NA,"124326","38",2020-02-07,"09/09/2005","RDC","41","2",NA,NA,NA,NA,"9a514723ffc82dd7aec8a4583cb82121",4885
4887,"M","W",NA,"124343","49",2023-01-17,"2017-06-30","RDC","33","54",NA,NA,NA,NA,"2827f429eac7fab11c7f0c5f418028c6",4887
4891,"M","W",NA,"124372","35",2020-09-21,"09/21/2020","COA","2","2",NA,NA,NA,NA,"3059f8e99bc46fc5e46d93873d5c3bb5",4891
4892,"M","W",NA,"124384","33",2019-08-28,"08/28/2019","COA","57","57",NA,NA,NA,NA,"24e9bab6dc5e1dac120238dbbec1ecb9",4892
4894,"M","W",NA,"124427","41",2019-02-19,"02/19/2019","RDC","56","56",NA,NA,NA,NA,"78a80295c654fb4ec0e02dc28ed22ad9",4894
4897,"M","W",NA,"124428","41",2018-11-08,"11/08/2018","COA","55","55",NA,NA,NA,NA,"a1912a9a85f805b756d683c697579d3a",4897
4899,"M","W",NA,"124433","10",2018-09-11,"09/11/2018","COA","2","2",NA,NA,NA,NA,"8707e340cc0d0d02ddb6295526acfdac",4899
4904,"M","W",NA,"124453","31",2019-03-14,"03/14/2019","COA","56","56",NA,NA,NA,NA,"a263de9e97f66cf0b417fec0d9dd28dc",4904
4905,"M","W",NA,"124453","0",2020-10-05,"10/05/2020","COA","56","56",NA,NA,NA,NA,"a263de9e97f66cf0b417fec0d9dd28dc",4905
4909,"M","W",NA,"124456","55",2018-08-01,"05/06/2015","IYC","33","2",NA,NA,NA,NA,"b3023f40591b608fa459d2b9dd884410",4909
4910,"M","W",NA,"124456","28",2022-03-29,"2022-03-29","COA","2","2",NA,NA,NA,NA,"b3023f40591b608fa459d2b9dd884410",4910
4911,"M","W",NA,"124456","28",2023-01-27,"2022-03-29","ISF","33","2",NA,NA,NA,NA,"b3023f40591b608fa459d2b9dd884410",4911
4912,"M","W",NA,"124464","43",2020-01-20,"01/20/2020","COA","2","2",NA,NA,NA,NA,"887c672df1aa55c0c3c0a395ac7d5556",4912
4914,"M","W",NA,"124515","79",2019-09-13,"09/13/2019","COA","2","2",NA,NA,NA,NA,"de680c68fa11c52c28dc8e1b2b689fca",4914
4918,"M","W",NA,"124559","29",2019-10-10,"10/10/2019","COA","2","2",NA,NA,NA,NA,"f101a48e7de3dc692094cc751de9acd6",4918
4919,"M","W",NA,"124565","33",2022-07-14,"2022-07-14","COA","2","2",NA,NA,NA,NA,"25eae0175955d99280df316f0073977c",4919
4921,"M","B",NA,"124576","49",2022-09-22,"2010-05-13","RDC","33","2",NA,NA,NA,NA,"0a55dc8dc797afd0b248e97bc597cda6",4921
4922,"Male","Black","Unknown","124576","Marion",2023-04-10,"2010-05-13",NA,NA,NA,"1","12","0","0","0a55dc8dc797afd0b248e97bc597cda6",4922
4926,"M","B",NA,"124609","34",2020-02-14,"06/27/2002","RDC","33","1",NA,NA,NA,NA,"c761596fc2a54c5237803f02f320ab95",4926
4928,"M","W",NA,"124619","84",2020-03-12,"03/12/2020","RDC","2","2",NA,NA,NA,NA,"4f965294dc359df575f26a1d2b5106a6",4928
4929,"M","B",NA,"124632","2",2022-09-06,"2022-09-06","COA","2","2",NA,NA,NA,NA,"3ec370ef87c921c1778b115654a87473",4929
4930,"M","H","Hispanic","124648","17",2018-04-02,"04/02/2018","COA","2","2",NA,NA,NA,NA,"8f8d2ed621407210d23e3b83f2a49441",4930
4932,"M","B",NA,"124679","84",2018-08-20,"08/20/2018","COA","2","2",NA,NA,NA,NA,"3de3f278c465815fc58f02214ce8ef4a",4932
4935,"M","W",NA,"124694","14",2021-03-17,"03/17/2021","COA","56","56",NA,NA,NA,NA,"a0f704403783e1e44d3b928aa3f71eb3",4935
4937,"M","W",NA,"124714","73",2021-01-21,"01/21/2021","COA","56","56",NA,NA,NA,NA,"47ec960f4911860a90e9d5a53db54da2",4937
4938,"M","W",NA,"124724","84",2019-08-28,"01/17/2014","RDC","33","2",NA,NA,NA,NA,"796cbd41381508c044aea9516a078f15",4938
4940,"M","W",NA,"124738","46",2020-10-29,"10/29/2020","COA","57","57",NA,NA,NA,NA,"a7d270395b8f365b8310a7afedfa1c3e",4940
4941,"M","W",NA,"124746","43",2022-03-21,"2022-03-21","COA","2","2",NA,NA,NA,NA,"1de27c7679108992c7a0ff58b75c3145",4941
4947,"M","W",NA,"124757","49",2019-05-06,"10/07/2013","RDC","33","50",NA,NA,NA,NA,"b99d27e92cc608dd6721ca210f7d6923",4947
4948,"M","W",NA,"124757","49",2020-05-06,"10/07/2013","RDC","33","50",NA,NA,NA,NA,"b99d27e92cc608dd6721ca210f7d6923",4948
4949,"Male","White","Unknown","124757","Marion",2025-07-26,"2004-07-26",NA,NA,NA,"B","2","0","0","b99d27e92cc608dd6721ca210f7d6923",4949
4954,"M","W",NA,"124778","33",2019-12-19,"12/19/2019","COA","2","2",NA,NA,NA,NA,"d3a158823fbb173517cd8a3704f4b6f7",4954
4955,"M","W",NA,"124778","33",2022-01-06,"2019-12-19","RDC","34","2",NA,NA,NA,NA,"d3a158823fbb173517cd8a3704f4b6f7",4955
4959,"M","W",NA,"124783","35",2021-01-04,"01/04/2021","COA","2","2",NA,NA,NA,NA,"6f0e9b19b1ad80436116fad5a92912db",4959
4963,"M","W",NA,"124816","74",2019-04-04,"04/04/2019","COA","56","56",NA,NA,NA,NA,"fb06588260691c635f48d45d32f3ee24",4963
4964,"M","W",NA,"124816","74",2020-04-04,"04/04/2019","COA","56","56",NA,NA,NA,NA,"fb06588260691c635f48d45d32f3ee24",4964
4966,"M","W",NA,"124831","73",2018-04-19,"04/19/2018","RDC","57","57",NA,NA,NA,NA,"2b101dfd8cd2f0af62e7732f3250aa95",4966
4967,"Male","White","Nonhispanic","124843","Marion",2025-03-28,"2025-03-28",NA,NA,NA,"B","45","0","0","488d57b1880b820039dab5a969d74c5c",4967
4968,"M","B",NA,"124852","2",2018-06-04,"06/04/2018","COA","56","56",NA,NA,NA,NA,"131350aca2f8df4b10e65cd71409a277",4968
4969,"M","B",NA,"124852","2",2020-03-05,"06/04/2018","RDC","34","56",NA,NA,NA,NA,"131350aca2f8df4b10e65cd71409a277",4969
4971,"M","W",NA,"124868","53",2019-11-27,"11/27/2019","COA","2","2",NA,NA,NA,NA,"5fc2973f6351cde8d1d0acbeb82fcaad",4971
4972,"M","B",NA,"124875","82",2020-02-12,"07/24/2002","RDC","33","1",NA,NA,NA,NA,"382ef6c31a4de4e1f6201454b34e59e8",4972
4973,"Male","Black","Unknown","124875","Marion",2025-07-24,"2013-11-01",NA,NA,NA,"1","8","0","0","382ef6c31a4de4e1f6201454b34e59e8",4973
4976,"M","W",NA,"124920","33",2023-04-13,"2023-04-13","COA","2","2",NA,NA,NA,NA,"2a4845e5749efb29dbd8e425bc7d5ccc",4976
4979,"F","W",NA,"124935","48",2018-05-16,"05/16/2018","RTC","57","57",NA,NA,NA,NA,"17c6384bbbbf711b215a043eb63d97e5",4979
4981,"M","B",NA,"124955","10",2020-01-08,"01/08/2020","COA","57","57",NA,NA,NA,NA,"19353eb254a10c9932ac8b57a13da70d",4981
4990,"M","W",NA,"125036","40",2021-03-15,"03/15/2021","COA","56","56",NA,NA,NA,NA,"cd9b6eb4b4ef814fc1c34f299e7a20b6",4990
4993,"M","W",NA,"125044","38",2018-05-30,"05/31/2016","IYC","41","2",NA,NA,NA,NA,"27e8a2b4d18d678fa977c24a6e5e1fa5",4993
4994,"M","W",NA,"125044","38",2022-12-01,"2022-12-01","COA","2","2",NA,NA,NA,NA,"27e8a2b4d18d678fa977c24a6e5e1fa5",4994
4996,"M","W",NA,"125078","49",2020-10-08,"10/08/2020","COA","2","2",NA,NA,NA,NA,"9924194f99c2f1a6aa2da479d8256c2b",4996
4997,"Male","White","Nonhispanic","125078","Marion",2025-02-07,"2025-02-07",NA,NA,NA,"B","2","1","29","9924194f99c2f1a6aa2da479d8256c2b",4997
4998,"Male","White","Nonhispanic","125078","Marion",2025-06-12,"2025-02-07",NA,NA,NA,"B","2","1","29","9924194f99c2f1a6aa2da479d8256c2b",4998
5000,"F","W",NA,"125089","16",2023-02-15,"2023-02-15","COA","57","57",NA,NA,NA,NA,"7adc4cd0fedf15807e1b4b72a709808b",5000
5004,"M","W",NA,"125155","41",2018-09-25,"09/25/2018","RDC","2","2",NA,NA,NA,NA,"738a82ae811f532a2158db261baf04cf",5004
5009,"M","W",NA,"125196","52",2018-12-06,"10/16/2014","RDC","42","2",NA,NA,NA,NA,"3f357030874978fda28fc0364093ea52",5009
5011,"M","W",NA,"125209","2",2021-07-30,"07/30/2021","COA","2","2",NA,NA,NA,NA,"46477f0bd8e0a9e03657e35f202a33b0",5011
5019,"M","W",NA,"125269","82",2022-11-04,"2022-11-04","COA","2","2",NA,NA,NA,NA,"f3c49d7c03a13d8c2b0c6cdf27e690be",5019
5022,"M","U",NA,"125274","15",2022-01-04,"2022-01-04","COA","2","2",NA,NA,NA,NA,"284150ca75d86b6a1baba6c6af6242f4",5022
5024,"M","W",NA,"125294","21",2018-08-31,"08/31/2018","COA","58","58",NA,NA,NA,NA,"4694125ab93255057653c32dfa53384b",5024
5025,"M","W",NA,"125299","84",2019-01-28,"01/28/2019","COA","2","2",NA,NA,NA,NA,"62d46e968875ac159c74603230f4afdb",5025
5028,"F","W",NA,"125329","16",2018-09-21,"09/21/2018","RTC","2","2",NA,NA,NA,NA,"32d26a43e8170dcffe5d529f152ac6db",5028
5030,"M","W",NA,"125343","39",2022-04-08,"2022-04-08","COA","2","2",NA,NA,NA,NA,"a32f1abc7873328154364d3235573ab3",5030
5031,"M","B",NA,"125350","49",2020-07-28,"07/28/2020","COA","57","57",NA,NA,NA,NA,"ec41988ec7f9b44a4be89360c5e0cc53",5031
5032,"Male","Black","Nonhispanic","125350","Marion",2024-01-02,"2025-09-26",NA,NA,NA,"B","3","0","0","ec41988ec7f9b44a4be89360c5e0cc53",5032
5033,"Male","Black","Nonhispanic","125350","Marion",2025-09-26,"2025-09-26",NA,NA,NA,"B","3","0","0","ec41988ec7f9b44a4be89360c5e0cc53",5033
5034,"M","W",NA,"125351","84",2019-11-21,"11/21/2019","RDC","2","2",NA,NA,NA,NA,"6a16e9ae8f2e5bc6e5799b39385ca2d7",5034
5036,"M","W",NA,"125370","48",2022-04-06,"2022-04-06","COA","2","2",NA,NA,NA,NA,"93d5db296e722a0303eda01c3aadeb16",5036
5040,"M","H","Hispanic","125392","2",2020-10-13,"10/13/2020","COA","57","57",NA,NA,NA,NA,"4d18b6619766b6257fe859208941c650",5040
5042,"M","W",NA,"125408","47",2019-05-16,"05/16/2019","COA","2","2",NA,NA,NA,NA,"df0b695e6139a5e77f46b504e7538895",5042
5044,"M","W",NA,"125422","49",2019-05-14,"05/20/2013","RDC","41","57",NA,NA,NA,NA,"abc244caeb78daaaf235c286eba7f49c",5044
5045,"M","W",NA,"125422","49",2022-11-22,"2022-11-22","COA","2","2",NA,NA,NA,NA,"abc244caeb78daaaf235c286eba7f49c",5045
5048,"M","W",NA,"125439","87",2018-10-15,"10/15/2018","COA","2","2",NA,NA,NA,NA,"1f53d2f930c0fed6612cbf06eca29dc4",5048
5049,"M","W",NA,"125457","28",2020-09-03,"09/03/2020","COA","2","2",NA,NA,NA,NA,"5cb41b0355fed18639adf161444b83fa",5049
5052,"M","W",NA,"125462","15",2021-07-28,"07/28/2021","COA","56","56",NA,NA,NA,NA,"81b28b68d6cdaf937d8b94d5216346e7",5052
5054,"Male","Black","Nonhispanic","125582","Marion",2023-07-27,"2012-04-16",NA,NA,NA,"B","3","2","12","1abe2247187ba6b2dbb2e44ff12ab9a1",5054
5057,"M","W",NA,"125588","12",2018-06-11,"06/11/2018","COA","56","56",NA,NA,NA,NA,"6435f0cbc47312a3b12d94a06504dc4f",5057
5058,"M","W",NA,"125588","12",2020-02-03,"02/03/2020","COA","57","57",NA,NA,NA,NA,"6435f0cbc47312a3b12d94a06504dc4f",5058
5061,"M","W",NA,"125596","89",2022-08-15,"2022-08-15","COA","2","2",NA,NA,NA,NA,"24b2899292020ebd655cb432d98074f2",5061
5063,"M","W",NA,"125598","68",2020-03-25,"03/05/2009","RDC","34","2",NA,NA,NA,NA,"79137625b896a26ef674ff02e1992a90",5063
5066,"Male","Black","Unknown","12561","Marion",2026-01-30,"36943.34375",NA,NA,NA,"NA","0","0","0","20d5d09771d9085a5af29a4a4adcf6e7",5066
5067,"M","W",NA,"125613","37",2018-09-11,"09/11/2018","COA","57","57",NA,NA,NA,NA,"8594eff2216ed004770d1f2ad8fab5ae",5067
5068,"M","W",NA,"125615","41",2021-03-22,"03/22/2021","COA","2","2",NA,NA,NA,NA,"207b412d0b656db6b07dee5aace8d4b6",5068
5071,"M","W",NA,"125626","7",2022-12-16,"2013-06-03","BTC","33","2",NA,NA,NA,NA,"3bec2c3c153c34153e1a17c9f49137c0",5071
5073,"M","W",NA,"125633","73",2022-10-19,"2022-10-19","COA","2","2",NA,NA,NA,NA,"9a8d9f93fe3b7ac4aa7ff4424252f234",5073
5075,"M","B",NA,"125647","29",2019-08-16,"08/16/2019","COA","2","2",NA,NA,NA,NA,"7ef6bb21ce11ab688dfd44dbdb4d6bd3",5075
5076,"M","W",NA,"125651","34",2019-03-04,"03/04/2019","COA","2","2",NA,NA,NA,NA,"833f9320da3b6c2cf80f9fc374cecd45",5076
5077,"M","W",NA,"125651","34",2020-03-04,"03/04/2019","COA","2","2",NA,NA,NA,NA,"833f9320da3b6c2cf80f9fc374cecd45",5077
5078,"M","W",NA,"125659","55",2022-01-13,"2022-01-13","COA","2","2",NA,NA,NA,NA,"fb3212a557564f111e2cc6e65ca0230c",5078
5079,"M","W",NA,"125665","32",2022-03-24,"2022-03-24","COA","2","2",NA,NA,NA,NA,"9f8c64b7d56c53e024f5de9e7f0922a1",5079
5080,"M","B",NA,"125683","53",2018-04-17,"07/13/2009","RDC","34","2",NA,NA,NA,NA,"948acb589ef38441ce2c6c2cbca8a7fb",5080
5082,"M","W",NA,"125688","12",2021-04-21,"02/18/2015","NCF","41","2",NA,NA,NA,NA,"877c03a76831ce89051f72faf263bf12",5082
5083,"M","W",NA,"125688","12",2022-11-22,"2015-02-18","ISF","41","2",NA,NA,NA,NA,"877c03a76831ce89051f72faf263bf12",5083
5085,"M","W",NA,"125690","87",2020-12-22,"12/22/2020","COA","2","2",NA,NA,NA,NA,"d3a6ea40e530f20b2adee1958e515a52",5085
5086,"M","W",NA,"125692","0",2018-06-18,"06/18/2018","COA","2","2",NA,NA,NA,NA,"988696009033ed60e466c66000241a76",5086
5088,"M","W",NA,"125708","29",2020-07-31,"07/31/2020","COA","58","58",NA,NA,NA,NA,"0f2ddada42a9687c14692c15c1986c13",5088
5089,"M","W",NA,"125715","57",2020-06-15,"06/15/2020","COA","2","2",NA,NA,NA,NA,"841fe4d34f8f031daff9d6b5bda0a708",5089
5092,"M","W",NA,"125773","89",2019-04-12,"05/31/2016","RDC","42","2",NA,NA,NA,NA,"326e62081c1e19fe7aa83de0b21b8f2d",5092
5093,"M","W",NA,"125773","89",2020-04-12,"05/31/2016","RDC","42","2",NA,NA,NA,NA,"326e62081c1e19fe7aa83de0b21b8f2d",5093
5094,"M","W",NA,"125774","59",2019-04-15,"04/15/2019","COA","2","2",NA,NA,NA,NA,"1185e1d32f5e24553aa3eb0ccf6ef6ab",5094
5096,"M","W",NA,"125797","84",2022-11-07,"2022-11-07","COA","2","2",NA,NA,NA,NA,"471f2f5e8daf7ab6a3ce7cd8d385e6fb",5096
5097,"M","W",NA,"125817","24",2018-12-19,"12/19/2018","COA","53","53",NA,NA,NA,NA,"4ab62b226a3ffa2d8629e479d534420c",5097
5098,"M","W",NA,"125820","44",2019-04-08,"04/08/2019","COA","2","2",NA,NA,NA,NA,"43d067816281a10ca1d5aad5e622ef1f",5098
5099,"M","W",NA,"125820","44",2020-04-08,"04/08/2019","COA","2","2",NA,NA,NA,NA,"43d067816281a10ca1d5aad5e622ef1f",5099
5100,"M","W",NA,"125840","84",2019-11-01,"11/01/2019","RDC","56","56",NA,NA,NA,NA,"cac6de1ae301fd593823e1718b0253d5",5100
5101,"M","W",NA,"125848","55",2023-03-23,"2023-03-23","COA","2","2",NA,NA,NA,NA,"8a0e3437fad3bdc51a46ad3ab60f239b",5101
5105,"M","B",NA,"125864","73",2021-01-06,"01/06/2021","COA","2","2",NA,NA,NA,NA,"751848cda7c6b5a95dfdd89b86036a00",5105
5106,"M","W",NA,"125874","57",2021-06-04,"06/04/2021","COA","2","2",NA,NA,NA,NA,"1a7f4cb3df26b8a892602e39d61dd73d",5106
5107,"M","H","Hispanic","125884","3",2023-02-06,"2023-02-06","COA","57","57",NA,NA,NA,NA,"7951d184b2215cba653f63d60c01655c",5107
5110,"M","W",NA,"125899","38",2022-10-14,"2022-10-14","COA","2","2",NA,NA,NA,NA,"a21559518622afe2723163ee3678b521",5110
5113,"M","W",NA,"125908","34",2020-09-03,"09/03/2020","COA","52","52",NA,NA,NA,NA,"62b3847bc9a4eaf284d38898950e19c9",5113
5116,"M","W",NA,"125935","50",2018-09-13,"09/13/2018","COA","2","2",NA,NA,NA,NA,"69e77416e85c70edc9d87fc606fbce35",5116
5117,"M","W",NA,"125935","50",2020-01-17,"09/13/2018","WCC","20","2",NA,NA,NA,NA,"69e77416e85c70edc9d87fc606fbce35",5117
5118,"M","W",NA,"125943","62",2020-04-07,"04/07/2020","COA","2","2",NA,NA,NA,NA,"86a78642b55bd9858556560fe8bd784d",5118
5123,"M","W",NA,"125954","27",2018-12-17,"12/17/2018","COA","2","2",NA,NA,NA,NA,"c23f16b08ec5f97c1de33beb2c6649a7",5123
5127,"M","W",NA,"125962","8",2023-04-25,"2023-04-25","COA","57","57",NA,NA,NA,NA,"92ab2776bec01cae07d1d56c4fc1e4c9",5127
5128,"M","W",NA,"125966","49",2022-02-24,"2022-02-24","COA","58","58",NA,NA,NA,NA,"df59ef8c3c3a8a8cc7c6c8d167e0bcfd",5128
5129,"Male","White","Nonhispanic","125966","Marion",2023-08-15,"2023-08-15",NA,NA,NA,"B","3","0","0","df59ef8c3c3a8a8cc7c6c8d167e0bcfd",5129
5132,"M","B",NA,"125985","34",2021-12-02,"2021-12-02","COA","2","2",NA,NA,NA,NA,"f04ac5557c64c302d1f2c05ddf20f707",5132
5135,"M","W",NA,"125986","48",2019-05-20,"05/20/2019","COA","2","2",NA,NA,NA,NA,"7fa30b2bd6a376855def38a75e0e8552",5135
5137,"M","W",NA,"125992","69",2021-01-05,"01/05/2021","COA","56","56",NA,NA,NA,NA,"67735a616a83d75b4009f7483f0df7f8",5137
5140,"M","W",NA,"126039","31",2022-12-12,"2022-12-12","COA","2","2",NA,NA,NA,NA,"cf5624be94922fd764f7d25ef6559c16",5140
5142,"M","W",NA,"126046","49",2021-03-01,"03/01/2021","COA","2","2",NA,NA,NA,NA,"3218ce09e47a171837e6cd654ca0a42e",5142
5143,"Male","White","Nonhispanic","126046","Marion",2023-07-20,"2021-03-01",NA,NA,NA,"B","4","11","28","3218ce09e47a171837e6cd654ca0a42e",5143
5147,"M","W",NA,"126098","70",2022-06-23,"2022-06-23","COA","2","2",NA,NA,NA,NA,"32bce58b0485bbef60a220a828785109",5147
5149,"M","B",NA,"126104","46",2019-03-07,"02/18/2016","ISP","33","2",NA,NA,NA,NA,"92729f84025e77a3f5cdcf6fb2ad2605",5149
5150,"M","B",NA,"126104","46",2020-03-07,"02/18/2016","ISP","33","2",NA,NA,NA,NA,"92729f84025e77a3f5cdcf6fb2ad2605",5150
5151,"M","W",NA,"126106","59",2019-12-02,"12/02/2019","COA","2","2",NA,NA,NA,NA,"bfa310f093b41ec74cb3f667d52490fe",5151
5152,"M","W",NA,"126107","37",2018-07-03,"07/03/2018","COA","2","2",NA,NA,NA,NA,"cd2ac1736b38cb179fad19d60c783de1",5152
5153,"M","W",NA,"126107","4",2020-03-13,"07/03/2018","RDC","40","2",NA,NA,NA,NA,"cd2ac1736b38cb179fad19d60c783de1",5153
5155,"M","W",NA,"126117","3",2018-08-10,"09/02/2014","RDC","33","2",NA,NA,NA,NA,"c28130c3a13564dbeffa9e153db5d5ba",5155
5157,"M","W",NA,"126134","41",2019-11-06,"11/06/2019","COA","57","57",NA,NA,NA,NA,"0f2c4621bb2ccdb624dcc9b3184b3aa0",5157
5158,"Male","White","Nonhispanic","126136","Marion",2024-02-13,"2003-01-16",NA,NA,NA,"B","1","0","0","d6f41e0f4136df6041da9e0a7457dbb1",5158
5160,"M","W",NA,"126154","1",2020-12-09,"12/09/2020","COA","2","2",NA,NA,NA,NA,"174545a125c4afc17866ac4b3a8b4658",5160
5164,"M","W",NA,"126202","31",2018-09-14,"09/14/2018","RDC","2","2",NA,NA,NA,NA,"e94df0cbb0744069664e2a943ef12147",5164
5168,"M","W",NA,"126241","3",2018-09-26,"08/27/2008","RDC","34","2",NA,NA,NA,NA,"7f2ae23eaa8f44dcb795d09123c10d06",5168
5170,"M","W",NA,"126257","41",2021-04-05,"04/05/2021","COA","58","58",NA,NA,NA,NA,"690306c87c8f29dbe2e913d5eb36d52c",5170
5171,"M","W",NA,"126271","33",2018-09-11,"09/11/2018","COA","2","2",NA,NA,NA,NA,"75a66d79fa58a9034c2e8f140305c350",5171
5172,"M","W",NA,"126272","41",2018-12-04,"12/04/2018","RDC","2","2",NA,NA,NA,NA,"e5c746c0cd18a2fa2df31ab454c05c83",5172
5175,"M","W",NA,"126297","59",2019-10-24,"10/24/2019","RDC","2","2",NA,NA,NA,NA,"b2dce1534023fd633d891c18d65f7c1d",5175
5176,"M","B",NA,"126305","50",2021-09-09,"09/09/2021","COA","2","2",NA,NA,NA,NA,"a90c50f4342c93e6ce2062423e7b7c46",5176
5178,"M","W",NA,"126306","1",2019-02-05,"09/30/2016","CIC","20","56",NA,NA,NA,NA,"90e48baefcc2a7cd2f48047d3de1d9ac",5178
5179,"M","W",NA,"126306","1",2019-08-01,"09/30/2016","RDC","33","56",NA,NA,NA,NA,"90e48baefcc2a7cd2f48047d3de1d9ac",5179
5180,"M","W",NA,"126306","1",2020-02-05,"09/30/2016","CIC","20","56",NA,NA,NA,NA,"90e48baefcc2a7cd2f48047d3de1d9ac",5180
5181,"M","W",NA,"126306","1",2021-07-06,"09/30/2016","CIC","33","56",NA,NA,NA,NA,"90e48baefcc2a7cd2f48047d3de1d9ac",5181
5183,"M","B",NA,"126325","49",2018-06-08,"06/08/2018","RDC","2","2",NA,NA,NA,NA,"a795794da7e91972bfc8c85ddd5f9191",5183
5184,"Male","Black","Unknown","126325","Marion",2024-05-03,"2018-06-08",NA,NA,NA,"B","10","0","0","a795794da7e91972bfc8c85ddd5f9191",5184
5185,"M","W",NA,"126328","92",2021-05-05,"06/09/2014","NCF","33","2",NA,NA,NA,NA,"4dd836ff00f2dc52baf965fd6025194e",5185
5191,"M","W",NA,"126376","3",2020-01-23,"01/23/2020","COA","2","2",NA,NA,NA,NA,"06146a7dfec8bae265a7499b0711ab89",5191
5192,"M","W",NA,"126378","2",2019-12-13,"12/13/2019","COA","2","2",NA,NA,NA,NA,"cea0541e25b0d8b98fc73e9b2e5f3f3e",5192
5195,"M","W",NA,"126393","72",2023-01-10,"2023-01-10","COA","56","56",NA,NA,NA,NA,"21ca28205fdf013ef9e65c8ff83e952d",5195
5196,"M","W",NA,"126407","24",2019-04-10,"04/10/2019","COA","56","56",NA,NA,NA,NA,"10c02a34a3ff6572c3d8f4b88df1c0ff",5196
5197,"M","W",NA,"126407","24",2020-04-10,"04/10/2019","COA","56","56",NA,NA,NA,NA,"10c02a34a3ff6572c3d8f4b88df1c0ff",5197
5198,"M","W",NA,"126407","24",2020-09-10,"09/10/2020","COA","57","57",NA,NA,NA,NA,"10c02a34a3ff6572c3d8f4b88df1c0ff",5198
5199,"M","W",NA,"126409","36",2018-11-28,"11/28/2018","COA","2","2",NA,NA,NA,NA,"7f8a5336bda8ddebc95c872b3b9adba7",5199
5201,"M","W",NA,"126419","15",2018-11-09,"11/09/2018","COA","2","2",NA,NA,NA,NA,"aeac9b4817a6b9bb15e651eb72eebeb5",5201
5204,"M","B",NA,"126422","2",2019-06-03,"06/03/2019","COA","2","2",NA,NA,NA,NA,"8c2c0719f87b3260f21276fd296fc2e9",5204
5205,"M","B",NA,"126422","2",2022-05-02,"2022-05-02","COA","58","58",NA,NA,NA,NA,"8c2c0719f87b3260f21276fd296fc2e9",5205
5208,"M","W",NA,"126428","2",2019-05-15,"05/15/2019","COA","2","2",NA,NA,NA,NA,"021879aa0cac000c1820132b974051f3",5208
5210,"M","W",NA,"126438","35",2020-01-29,"01/29/2020","COA","57","57",NA,NA,NA,NA,"78a517f452df6d0d21000967c379c02d",5210
5212,"M","W",NA,"126441","79",2021-07-19,"07/19/2021","COA","57","57",NA,NA,NA,NA,"501353807fee71c693b5e8a51cc9ccbc",5212
